1541190121 0 0 0 0 1
1541190809 1 0 0 0 1
1541190820 2 0 0 0 1
1541190834 3 0 0 0 1
1541190840 4 0 0 0 1
1541191652 5 0 0 0 1
1541210455 6 0 0 0 1
1541211493 7 0 0 0 1
1541216717 8 0 0 0 1
1541217635 9 0 0 0 1
1541476361 9 0 0 0 2
1542069423 9 0 0 1 2
1542069460 9 0 0 2 2
1542149018 10 0 0 2 2
1543210439 10 1 0 2 2
1543210842 10 2 0 2 2
1543349587 10 3 0 2 2
1543349852 10 4 0 2 2
1543353180 10 5 0 2 2
1543353345 11 5 0 2 2
1543356610 12 5 0 2 2
1543616597 13 5 0 2 2
1543958422 14 5 0 2 2
1543959477 15 5 0 2 2
1544468949 15 6 0 2 2
1547595254 16 6 0 2 2
1547792776 16 6 1 2 2
1547792902 16 6 2 2 2
1547830582 16 6 3 2 2
1547951981 16 6 4 2 2
