1517003972 21 0 0 0 0 0
1517004370 27 0 0 0 0 0
1517004436 27 0 0 0 0 0
1517346913 70 0 0 0 0 0
1517347450 71 0 0 0 0 0
1517347510 72 0 0 0 0 0
1517347626 118 0 0 0 0 0
1517347672 118 0 0 0 0 0
1517348043 165 0 0 0 0 0
1517348175 167 0 0 0 0 0
1517502562 167 0 0 0 0 0
1517502666 168 0 0 0 0 0
1517502701 168 0 0 0 0 0
1517605545 168 0 0 0 0 0
1517605817 173 0 0 0 0 0
1517605935 176 0 0 0 0 0
1517608812 234 0 0 0 0 0
1517608974 234 0 0 0 0 0
1517949219 437 0 0 0 0 0
1518210822 447 0 0 0 0 0
1518546813 447 0 0 0 0 0
1518554235 533 0 0 0 0 0
1518556838 615 0 0 0 0 0
1518557525 737 0 0 0 0 0
1518557707 737 0 0 0 0 0
1518557812 737 0 0 0 0 344
1518558478 758 0 0 0 0 344
1518561293 774 0 0 0 0 344
1518652793 881 0 0 0 0 344
1518746994 1204 0 0 0 0 344
1518747065 1204 0 0 0 0 344
1518815461 1204 0 0 0 0 384
1518820370 1204 0 0 0 0 407
1518820381 1204 0 0 0 0 413
1518820710 1204 0 0 0 0 413
1518820733 1204 0 0 0 0 413
1519684080 1204 0 0 0 15 413
1519762996 1204 0 80 0 15 413
1519763032 1204 0 80 0 15 413
1519778541 1204 0 80 0 39 413
1519952981 1445 0 80 0 39 413
1520369856 1445 0 80 0 39 413
1520371696 1445 0 80 0 60 413
1520373134 1462 0 80 0 60 413
1520373229 1462 0 80 0 60 413
1520715360 1534 0 80 0 60 413
1521578986 1572 0 80 0 60 413
1521579532 1595 0 80 0 60 413
1521579688 1595 0 80 0 60 413
1521840445 1795 0 80 0 60 413
1522000948 1954 0 80 0 60 413
1522096345 2000 0 80 0 60 413
1522111699 2045 0 80 0 60 413
1522174820 2045 0 159 0 60 413
1522174973 2628 0 238 0 60 413
1522184265 2649 0 238 0 60 413
1522433988 2732 0 238 0 60 413
1522434481 2732 0 238 0 60 413
1522434495 2732 0 238 0 60 413
1522439369 2750 0 238 0 60 413
1522439386 2750 0 238 0 60 413
1522788489 2840 0 238 0 60 413
1522788541 2840 0 238 0 60 413
1523037620 2840 0 238 0 109 413
1523046305 2840 0 238 0 141 413
1523052559 3088 0 238 0 141 413
1523053056 3088 0 238 0 141 413
1523393687 3218 0 238 0 141 413
1523994377 3218 0 759 0 141 413
1524257571 3414 0 759 0 141 413
1524257719 3414 0 759 0 141 413
1524258053 3414 0 759 0 141 413
1524347319 3414 0 1057 0 141 413
1524348213 3414 0 1057 0 141 413
1524408095 3414 0 1113 0 141 413
1524408190 3414 0 1113 0 141 413
1524411086 3414 0 1122 0 141 413
1524411139 3414 0 1122 0 141 413
1524517927 3414 0 1260 0 141 413
1524524665 3446 0 1260 0 141 413
1524528861 3531 0 1260 0 141 413
1524528882 3531 0 1260 0 141 413
1525315303 3531 0 1260 0 168 413
1536026346 3531 0 1260 0 168 413
1536026677 3531 0 1260 0 168 413
1538454687 3531 0 1260 0 168 479
1538455244 3531 0 1260 0 168 479
1539208603 3531 0 1260 174 168 479
1539568387 3531 0 1260 182 168 479
1539569215 3531 0 1260 182 168 479
1540161757 3531 0 1260 182 168 479
1540846264 3531 0 1260 217 168 479
1541357412 3531 10 1260 217 168 479
1541357517 3531 11 1260 217 168 479
1541357599 3531 13 1260 217 168 479
1541359554 3531 61 1260 217 168 479
1541359605 3531 68 1260 217 168 479
1541359970 3531 89 1260 217 168 479
1541360051 3531 89 1260 217 168 479
1541360130 3531 89 1260 217 168 479
1541360145 3531 89 1260 217 168 479
1541365410 3531 141 1260 217 168 479
1541379826 3531 141 1260 438 168 479
1541379879 3531 141 1260 438 168 479
1541542037 3531 141 1260 536 168 479
1541542167 3531 141 1260 547 168 479
1543441484 3531 207 1260 547 168 479
1543442033 3531 210 1260 547 168 479
1543442155 3531 210 1260 547 168 479
1544222039 3531 210 1260 693 168 479
