1517003972 1 0 0 0 0 0
1517004370 2 0 0 0 0 0
1517004436 3 0 0 0 0 0
1517346913 4 0 0 0 0 0
1517347450 5 0 0 0 0 0
1517347510 6 0 0 0 0 0
1517347626 7 0 0 0 0 0
1517347672 8 0 0 0 0 0
1517348043 9 0 0 0 0 0
1517348175 10 0 0 0 0 0
1517502562 11 0 0 0 0 0
1517502666 12 0 0 0 0 0
1517502701 13 0 0 0 0 0
1517605545 14 0 0 0 0 0
1517605817 15 0 0 0 0 0
1517605935 16 0 0 0 0 0
1517608812 17 0 0 0 0 0
1517608974 18 0 0 0 0 0
1517949219 19 0 0 0 0 0
1518210822 20 0 0 0 0 0
1518546813 21 0 0 0 0 0
1518554235 22 0 0 0 0 0
1518556838 23 0 0 0 0 0
1518557525 24 0 0 0 0 0
1518557707 25 0 0 0 0 0
1518557812 25 0 0 0 0 1
1518558478 26 0 0 0 0 1
1518561293 27 0 0 0 0 1
1518652793 28 0 0 0 0 1
1518746994 29 0 0 0 0 1
1518747065 30 0 0 0 0 1
1518815461 30 0 0 0 0 2
1518820370 30 0 0 0 0 3
1518820381 30 0 0 0 0 4
1518820710 31 0 0 0 0 4
1518820733 32 0 0 0 0 4
1519684080 32 0 0 0 1 4
1519762996 32 0 1 0 1 4
1519763032 32 0 2 0 1 4
1519778541 32 0 2 0 2 4
1519952981 33 0 2 0 2 4
1520369856 34 0 2 0 2 4
1520371696 34 0 2 0 3 4
1520373134 35 0 2 0 3 4
1520373229 36 0 2 0 3 4
1520715360 37 0 2 0 3 4
1521578986 38 0 2 0 3 4
1521579532 39 0 2 0 3 4
1521579688 40 0 2 0 3 4
1521840445 41 0 2 0 3 4
1522000948 42 0 2 0 3 4
1522096345 43 0 2 0 3 4
1522111699 44 0 2 0 3 4
1522174820 44 0 3 0 3 4
1522174973 52 0 4 0 3 4
1522184265 53 0 4 0 3 4
1522433988 54 0 4 0 3 4
1522434481 55 0 4 0 3 4
1522434495 56 0 4 0 3 4
1522439369 57 0 4 0 3 4
1522439386 58 0 4 0 3 4
1522788489 59 0 4 0 3 4
1522788541 60 0 4 0 3 4
1523037620 60 0 4 0 4 4
1523046305 60 0 4 0 5 4
1523052559 61 0 4 0 5 4
1523053056 62 0 4 0 5 4
1523393687 63 0 4 0 5 4
1523994377 63 0 5 0 5 4
1524257571 65 0 5 0 5 4
1524257719 66 0 5 0 5 4
1524258053 67 0 5 0 5 4
1524347319 67 0 6 0 5 4
1524348213 67 0 7 0 5 4
1524408095 67 0 8 0 5 4
1524408190 68 0 8 0 5 4
1524411086 68 0 9 0 5 4
1524411139 69 0 9 0 5 4
1524517927 69 0 10 0 5 4
1524524665 70 0 10 0 5 4
1524528861 71 0 10 0 5 4
1524528882 72 0 10 0 5 4
1525315303 72 0 10 0 6 4
1536026346 72 0 10 0 7 4
1536026677 72 0 10 0 8 4
1538454687 72 0 10 0 8 5
1538455244 72 0 10 0 9 5
1539208603 72 0 10 1 9 5
1539568387 72 0 10 2 9 5
1539569215 72 0 10 3 9 5
1540161757 72 1 10 3 9 5
1540846264 72 1 10 4 9 5
1541357412 72 2 10 4 9 5
1541357517 72 3 10 4 9 5
1541357599 72 4 10 4 9 5
1541359554 72 5 10 4 9 5
1541359605 72 6 10 4 9 5
1541359970 72 7 10 4 9 5
1541360051 72 8 10 4 9 5
1541360130 72 9 10 4 9 5
1541360145 72 10 10 4 9 5
1541365410 72 11 10 4 9 5
1541379826 72 11 10 5 9 5
1541379879 72 11 10 6 9 5
1541542037 72 11 10 7 9 5
1541542167 72 11 10 8 9 5
1543441484 72 12 10 8 9 5
1543442033 72 13 10 8 9 5
1543442155 72 14 10 8 9 5
1544222039 72 14 10 9 9 5
